Entity,average_probability,high_probability,low_probability,std_dev_probability
a holiday retreat,2.1290917277724414e-05,0.0001893379742214,4.165352548550502e-09,5.9196239077250774e-05
a house,0.14502240820528425,0.4753321429002284,0.0003971403780459,0.16804954261715915
"a houseplant given sufficient temperature, soil moisture and humidity",1.8546494206723613e-29,1.6889850077660515e-28,4.735016104331424e-41,5.306410827815076e-29
a hype man in live concerts,7.845996209993425e-19,5.628366150034575e-18,1.5790637662462863e-25,1.720014305585794e-18
a jam,0.0013693135874373904,0.0105725148321375,3.556655388331098e-09,0.003279815287944899
a job,0.09621023338567154,0.4821984291637271,0.0009429959970485,0.1708866131156514
a large-scale fight,1.0165724562144045e-06,3.278898904587681e-06,7.162211044703322e-10,1.1633751547697884e-06
a late update,1.0523400359584607e-05,4.32898869565616e-05,9.015996215611057e-08,1.3915358244576453e-05
a lot of individuals,3.252239495258369e-08,1.695327849555802e-07,2.4041676861409776e-11,6.113954537351523e-08
a luciferase assay,5.419329337814584e-14,1.346505502962893e-13,7.990317370794792e-15,4.9799835478059514e-14
a luncheon meeting Tuesday of Democratic senators,9.550442696258767e-24,4.819601429752167e-23,2.765861694000624e-25,1.807841782446151e-23
a major jazz festival,1.179842353391834e-05,5.3724496541381806e-05,1.4189327989262646e-09,1.7550061435205115e-05
a majority,0.11273575044337929,0.6081819218268265,0.0014185980606726,0.19381522381222513
a majority of South Koreans,8.36981555576707e-10,3.334014053071642e-09,5.870749514100122e-12,1.1037937224551562e-09
a man and woman,1.5737625041486469e-06,1.3522553108113494e-05,1.01006979265147e-08,4.2106930915118466e-06
a man capable of being dangerous,6.618671155181902e-14,6.21377303462592e-13,5.017576905008877e-19,1.9515510306530241e-13
"a mathematician, who later become an associate professor at the faculty of Engineering of the Sapienza University of Rome",6.793166266300495e-51,3.407747226437159e-50,1.9992803619399368e-56,1.127146784471319e-50
a matter of weeks,0.0001335301069730176,0.001334360832918,2.971215538590205e-09,0.00042192895768505205
a mechanical desk,2.3507827453973173e-06,1.0952282358467515e-05,1.2232740712755675e-09,3.6276535258850117e-06
a meeting,0.21119343043714772,0.5045213098785695,2.462729909664724e-06,0.1966770567080641
a member of a samurai retainer family of the Tokugawa clan,8.46339333814819e-24,6.068523921631125e-23,5.6271532100257375e-27,1.9019088464500717e-23
a member of the Asian Network for Free Elections (ANFREL),4.0013953991327524e-25,3.741929509178699e-24,8.00609745369176e-33,1.1764731976732067e-24
a menu that can be navigated using an Xbox joypad or DVD remote,3.138468437106612e-36,1.2668398448475244e-35,4.621741198101647e-39,5.13693691312073e-36
a military official,2.5654400424243773e-05,0.0002061525445985,3.021545737309903e-11,6.422653488614137e-05
a minority share,0.0007398884266340835,0.0055596548871337,2.5226675643507546e-07,0.0017282981062973746
a moderate pace,0.002178458119737583,0.0125841209030131,3.778287040359516e-07,0.004198813124025467
a modest banker,1.8073921734592737e-06,1.7847760156223825e-05,3.769564889904252e-12,5.6361948097336555e-06
a modest wedding breakfast,1.1611700041631946e-08,1.110212214494988e-07,5.971553206277874e-13,3.4950281825609385e-08
"a momentum for radical change that becomes difficult, if not impossible, to control",4.811497737397242e-33,4.506493770724932e-32,2.018616791272342e-37,1.4148861903103344e-32
a month,0.00014638878695871744,0.0007335578505068,6.512249318005255e-06,0.00021505576049484886
a months-long standoff,2.7624639330400066e-13,1.6476388804458389e-12,2.5127208447808897e-18,5.127681627441769e-13
a motorcycle track,1.193783252650323e-06,9.125000723820756e-06,9.332328115261538e-10,2.8045241956849072e-06
a narrowing of interest rate differentials between the U.S. and West Germany,2.047547126086377e-31,5.143748522246132e-31,3.1718190381623145e-35,2.201499531650183e-31
a new agreement,0.00796347160118618,0.0368990927813967,5.0708371503117904e-05,0.010843454544965372
"a new black alternate with a Pirates' ""P",6.775379549226778e-19,5.622198078634527e-18,4.174161266429349e-21,1.743110640981153e-18
a new factory run by German carmaker Volkswagen in the town of Kaluga,5.182702809072851e-32,3.2424207868598797e-31,1.5043147960104494e-37,1.0046215663118364e-31
a new large-scale fertilizer factory in Chongqing,1.3073050676574952e-25,1.3059058037737283e-24,1.8680528084246485e-30,4.129145543740707e-25
a new phase,0.08872661271575155,0.2467766537297068,0.0075131310838496,0.07335921523337678
"a newfound respect for Black Bolt, as well as an unexpected degree of interest",5.1342445182582487e-26,3.1728104289935856e-25,4.16912302775764e-32,9.839244597082204e-26
a news conference on Saturday,1.257203122015038e-07,9.49344506691155e-07,1.5333272369642555e-11,2.9761510743425153e-07
a nice big check,1.4158273285152906e-09,1.0286749360005228e-08,5.759581215393423e-13,3.186829754053969e-09
a noble in the States-General,1.6407698103671623e-11,1.5874698892901672e-10,2.4588702519286908e-17,5.002315375269495e-11
a normal pregnancy,0.00017830256789772963,0.0014127780919291,2.6843337937977204e-07,0.00043784911541448025
a nuclear bomb,0.004690861938650351,0.0303881125754918,1.4848831363573576e-05,0.00964748901933469
a number of clashes,1.2531699442231693e-07,3.521506771356525e-07,9.753206757215204e-09,1.2313773126137825e-07
a number of reservations,8.663394123064242e-07,4.785205627322661e-06,2.291395425975724e-09,1.5671453113528256e-06
a one-year exclusivity deal,5.781498226515781e-22,5.5901755307206455e-21,1.218074986737258e-25,1.7614674113914342e-21
a pact,0.02116973735576175,0.1180717954160472,9.48260714868528e-06,0.036427328230303854
"a parish church in the Church of England in Willoughby on the Wolds, Nottinghamshire, England",4.401196134069174e-36,4.397766398772204e-35,6.274133165415956e-45,1.3905755126655593e-35
a parking lot of the prison,1.5745005766587013e-09,4.407400093354975e-09,2.94928070272141e-12,1.6399691528418708e-09
a part,0.008654655380349601,0.0418315744737247,1.394652978426884e-07,0.015349704157466329
a part of the Yugoslavia national team,5.590494168074538e-10,5.406560215969405e-09,1.4519395651042327e-16,1.7035499997662224e-09
a party,0.10972020484143333,0.6035734771814276,3.86332488786455e-05,0.20845408322066655
a passport or permanent residency which would allow them to play with Israeli status,1.7850106798610033e-26,1.7806752409389702e-25,2.0995467053363717e-34,5.629480912274619e-26
a payer of alimony (who,3.4886005451820445e-15,2.3004548686987308e-14,2.30654885419179e-19,7.350528141639988e-15
a peace treaty,0.054101546952773305,0.1399307261157673,0.0011118425208432,0.048562433734997426
a penalty corner,3.620775593039585e-05,0.000142501820869,3.3116063341171175e-10,4.490199182904303e-05
a period in which the Taliban was gaining strength,1.0251111924547931e-15,6.442546621387043e-15,4.349358494195805e-22,2.2323358609774514e-15
a permanent colour on your relaxed hair,4.450364860009872e-19,1.4223543833421838e-18,1.0442673451108826e-22,6.096280065313708e-19
a place,0.014570173667616631,0.0778996809689047,1.0044050925080627e-07,0.0292778262193151
a plan,0.15283424219060962,0.586717160600962,0.0004965050609997,0.2033364798655833
"a play on words referring to Manchester City's fan anthem, Blue Moon",5.71888972337989e-32,5.451596046124628e-31,2.9382317831682984e-39,1.7157432083419013e-31
a poignant reminder of what might have been,8.0354277268421e-21,2.8943161883614963e-20,5.016360278182389e-23,1.018046274831715e-20
a polarizing figure,1.2003572732495516e-07,5.520013242239401e-07,1.5770830168249682e-11,1.945203271956182e-07
a police officer,0.013608498390842447,0.135640037240361,8.324525149814395e-08,0.0428776494593508
a popular hit,0.004051379792799456,0.0372468717634862,1.3964806748753894e-07,0.011685360387159033
a popular referendum,7.073770577843385e-05,0.0003931131797093,5.311685086283989e-07,0.00011955380403343338
a power-sharing administration,7.511405052655284e-10,7.502565234943188e-09,5.634128530334659e-17,2.372209780825734e-09
a powerful staff,1.048741351243889e-05,8.882534997336794e-05,1.094835417083679e-09,2.772402644319081e-05
a pragmatic decision,2.7107836250908263e-13,1.0327256795219104e-12,4.943854590589653e-15,3.2771507232027785e-13
a pre-dawn attack,5.1971476827347246e-06,1.747455998077031e-05,2.1038890051298334e-10,6.969681031810692e-06
a press campaign against the importation of Canadian rapeseed oil,8.071588886123855e-35,7.891436973277655e-34,1.256004228643046e-38,2.4893064867708035e-34
a press conference,0.01773147617243787,0.1174523462862996,1.315851976960488e-05,0.036302924777170474
a press conference after Hau's announcement,8.63653104061864e-16,7.330357178708978e-15,1.7474510017789636e-23,2.2995304320050794e-15
a press conference held by the Information Office of the State Council,1.6619160537754985e-19,1.6409293495580525e-18,1.8689503347552136e-25,5.181935959719168e-19
a previous hearing,0.0014703635941688776,0.0078691275328483,6.850171060958993e-05,0.002634047438248196
a princess of Brunswick-Wolfenbuttel,5.0009402947278365e-23,4.997777784727005e-22,9.580965419653697e-30,1.5803251199439573e-22
a problem,0.0038450348201437895,0.0147150364039703,3.858203828859501e-06,0.005846370914358825
a prominent figure in contemporary critical theory,8.576012279741269e-08,6.89592856763972e-07,2.628334814748288e-18,2.163498189045029e-07
a protected national monument,1.1951295363840877e-08,8.097900927788482e-08,1.6112628620640705e-12,2.5104920625557065e-08
a punch,0.11005482217387637,0.6556544799100266,1.4579747532690503e-05,0.2043090027128535
a question,0.07409604600731706,0.3344903957417813,0.0005373143786478,0.1043072539884954
"a quintessential Vogue portrait, taken by one of our most important photographers and styled by one of our important editors",9.021876470168047e-61,8.196933721682331e-60,7.99787260105779e-67,2.5674739479328713e-60
a rail station in the western city of Cologne,9.486995096171896e-14,3.492527748170613e-13,8.773656084500041e-20,1.4368081699988698e-13
a railway station - Baarn railway station,4.712629786888627e-16,4.712262307979872e-15,1.7850002142411286e-24,1.4901352750929945e-15
"a railway station located on the Norway-Sweden border at Riksgransen, one kilometer into Sweden",1.1757680466259933e-50,6.622082331120845e-50,4.225035716266969e-54,2.187173230932606e-50
a range of recipes,2.9240994664936158e-05,0.0001675265928654,2.008325653148097e-08,5.162044752914813e-05
"a reader presenting the ideas, platforms and creeds of people and groups that Sargent calls left-wing or right-wing American extremists in their own words",5.065490691452496e-77,3.5713559482675976e-76,3.009850239427276e-82,1.0993946511522558e-76
a rejection of revelation and miracles,1.1103885954783604e-14,3.556162470164814e-14,5.769129716867648e-19,1.5317297248540466e-14
a remarkable experience,0.0002700138980956759,0.0014901892530912,7.006098839111572e-06,0.00048763895382665225
a replacement,0.21714709862210263,0.7727400826723141,1.1087409279117335e-05,0.3192463419518183
a report,0.03884342016098038,0.0744298544064037,0.003569427057148,0.030007901741599258
a report by McChrystal,2.413816950801562e-22,1.1544656727789718e-21,2.2584580342436133e-24,3.9826879210850703e-22
a result,0.0207170352369628,0.1780642500864653,4.922255009301793e-07,0.05539107568840131
a result of your ultimatum,1.614942585258957e-14,1.0823291310369277e-13,3.6015965104910344e-17,3.456545572462612e-14
a revival,0.0326838689216606,0.1691903568858688,3.862329903994363e-05,0.053360584597055685
a road,0.1572601627658214,0.6889673279077577,1.1858278889490771e-05,0.26290117924277556
a roadside bomb,6.741457664139521e-05,0.0002817403796292,2.923556849630708e-07,8.258982476613763e-05
a rope-you just need,3.3743773088899163e-13,1.579120286298583e-12,2.075242420153704e-18,5.446531293602138e-13
a roundabout dog,4.3110029643173246e-08,3.150058844015338e-07,1.314340169434067e-11,9.780190155254563e-08
a ruling,0.04951523230607245,0.3217479035824748,1.1669983791011938e-05,0.10071826325545043
a scandal involving false representations of progress of the construction of three properties in the Jumeirah Lake Towers development,4.402781889038919e-52,4.402711274583194e-51,5.583358877948466e-64,1.3922570697110143e-51
a scholarship at Iona College,8.992151518786177e-08,8.860002202243298e-07,1.0105969816152428e-11,2.797174083560274e-07
a scientist,0.0028972422696216193,0.0274100096141485,6.216506855458799e-08,0.008622211243089064
a screenplay written by Steve Tesich,1.605421097758094e-18,9.405541332598846e-18,2.862781340612426e-20,2.9237816402611834e-18
a search for another school,1.4628730557658474e-06,9.497910775975804e-06,1.0214072395485336e-10,3.0839618572532743e-06
a self-proclaimed president who owes his office to anticonstitutional and illegal electoral manipulation engineered by the electoral board and ruling party,5.137727142667257e-78,4.912396170547418e-77,2.7465923197037773e-84,1.5463531649232989e-77
a series of concrete measures and key points of policy,1.3348854553331612e-21,8.888931775478619e-21,5.0120273881594795e-25,2.9456682440324985e-21
a series of energy crises,2.873705710688174e-09,1.4392685589793204e-08,2.5510059481991942e-14,5.12676846933942e-09
"a series of measures recently to combat the flu, including screening suspect passengers",4.6652470419232967e-32,1.7586547198720332e-31,5.971333908128691e-35,7.128932772435655e-32
a series of workshops across ASEAN,2.424002411394421e-13,1.3682135552685533e-12,3.2610834586704007e-18,4.555100478388251e-13
a set,0.1484328145116475,0.3976135754738976,0.001767981467568,0.1482544950885003
a severe systemic inflammatory response,5.392440108064277e-07,1.930656095595586e-06,2.649369307739066e-13,7.029715082998036e-07
a sharper rise,5.787333441690428e-08,1.4424536460294238e-07,1.007830032374388e-09,4.890804055534891e-08
a shot,0.04490953919729531,0.1930527594740461,0.0001833415790451,0.06680208695924436
a show,0.016380824780450106,0.1284986207007463,8.667278558558019e-07,0.03990397874163568
a silver medal,0.027653952371374284,0.1568572163760066,1.3661382237747565e-06,0.05113437897307173
a similar call,0.0009434524296297939,0.0060423103011982,7.379128753466404e-08,0.0019312194745975209
a similar restructuring plan,4.045712761852609e-06,1.774776459545116e-05,1.2679378720072109e-08,6.01101075808967e-06
a single accelerator,2.9026326783641874e-06,1.3273348019925944e-05,1.009299451588303e-08,5.108347917952904e-06
a single weekend,0.00036737600425009636,0.0021255443106847,4.5893016770712345e-08,0.0006779764587609486
a single-A-minus rating,7.75179909298282e-12,6.830747956384593e-11,2.972825471122542e-14,2.1310469559981986e-11
a six-member Presidency,1.104377355922183e-06,4.323977835203206e-06,4.865505563031644e-11,1.6722795877543032e-06
a sizable aid operation,1.2634303779529593e-09,1.17344874045963e-08,8.184446490672659e-12,3.681282964772987e-09
a sketchy education,3.061373996797184e-10,2.6466011962270083e-09,3.712709840420956e-15,8.277013449015738e-10
a slow sales,1.0073333899262913e-06,7.454892215835228e-06,1.0689001874464963e-09,2.2943226076043345e-06
a small bell turret,2.7382249191358944e-07,1.2691061889605077e-06,4.382039087638113e-09,4.6618583756996917e-07
a small island,0.0011611351636862852,0.0110593274111515,2.386001608542581e-07,0.0034812823613647203
a small portion of northern Denton County,1.4723962869705957e-14,7.460226197296648e-14,2.39631871914356e-18,2.3615817728941918e-14
"a so-called arrival of the wolves, which is also the arrival of powerful competitors, right",2.0925430217309055e-48,1.298912073868643e-47,4.2036856960800527e-54,4.001274495084807e-48
a special deal protecting his state against the costs of expanding Medicaid under one of the major health care bills moving through Congress,3.022116008069117e-63,2.4011528915910376e-62,2.2842537461446394e-68,7.603135383046069e-63
a species of praying mantis found in Algeria,6.428117839848747e-19,2.6924260633964696e-18,3.5839758285206304e-23,1.0147634637663867e-18
a spot,0.19080339938666535,0.4382773364180892,0.0004716935175794,0.15546175082728383
"a spread, or a filling in a lemon meringue pie",2.01810250922205e-21,2.0180385946311775e-20,9.815415513767164e-35,6.3815759109882235e-21
a state visit,0.00063784381065836,0.0035719869572572,8.923773155414285e-10,0.0013563725933764196
a statement,0.030257129115709786,0.215974808566143,1.1628181792919224e-06,0.06645094251799082
a step,0.009807850481036922,0.0343233731725645,5.325362519842131e-05,0.013430456482765162
a stop in downtown Calgary,6.63618310726559e-08,4.608408014632219e-07,6.097743736342017e-10,1.3967285936447735e-07
a story,0.03780793893373026,0.213536541602501,2.0924070761444737e-06,0.07336320007472667
a story in the public domain,1.7952237283206026e-11,8.389304706709919e-11,3.8938596694565015e-15,2.8872939737613725e-11
a straw to save his life,1.06394094419197e-08,1.038273197410926e-07,2.5005567761975605e-13,3.274803407250803e-08
a strong Even influence,6.97296822078543e-10,3.273532201860269e-09,2.6908504087633722e-14,1.153709537199164e-09
a strong global economy,0.00013066734984991084,0.0008003565310404,5.868961436686069e-07,0.00024322280830302949
a subjective factor,2.106346598333109e-05,0.0001675685603029,3.9060691468426576e-08,5.207658153608719e-05
a support party,7.348532856883573e-06,3.224445174743983e-05,4.5437082291915004e-09,1.0713136042430016e-05
a surf-ski,1.0470322444025413e-08,1.041844755816173e-07,2.2194216783615415e-14,3.2928019372841e-08
a team that looked carefully at the issue,1.33251065678036e-16,6.763720764880333e-16,1.0121610393653293e-21,2.7223837305048934e-16
a tehsil,0.0004064930244132613,0.002079455882975,3.2878517639664076e-08,0.0006967503354242611
a telephone interview,0.00025297942425599174,0.0011493402157305,1.898828857574722e-08,0.0004348758850914557
a three-game suspension,0.00017919846562773173,0.0007413108340509,5.282917663959656e-08,0.00028548965795641254
a three-way summit with Netanyahu and Palestinian leader Mahmud Abbas,1.629534015510388e-40,7.521700884346233e-40,7.488713040712431e-43,2.5425536944472036e-40
a titanic struggle,2.8232718922968235e-05,0.0001064830083293,1.1606637083840048e-07,3.774437804693652e-05
a ton of polo shirts,5.956169324371301e-11,3.954241992287209e-10,5.266905993100874e-14,1.2928983283948971e-10
a top regulator,8.359807135295248e-07,7.64749753767184e-06,1.4867834769590773e-11,2.3975680036198674e-06
a tough stance taken by Prime Minister Neville Chamberlain and a firm declaration,8.356744968889807e-32,6.111967078098297e-31,3.6867496562310156e-38,1.977186845840483e-31
a tourism economy,1.3352106517344516e-06,9.416187732899504e-06,1.1130777426263513e-08,2.88049150404159e-06
a tragic necessity,9.779474098759311e-08,7.010190754428784e-07,7.127854102710634e-11,2.1557702375022113e-07
a transfusion of contaminated blood,4.960847416980477e-13,1.9505074949076783e-12,9.596497891405263e-16,7.93040388427873e-13
a treaty,0.004475225309810597,0.0272199760155267,1.1790219649443525e-07,0.009656820785660079
a tremendous indignation from Iran and its allies in the Arab region,1.5463848220880717e-31,1.3255362083582184e-30,4.381439665818937e-36,4.137312070734453e-31
a trending topic on Twitter,4.4172594844792287e-13,2.8278228432153798e-12,1.3653404060884716e-15,8.756254252033941e-13
"a triple flip, double toeloop attempt",1.6607850738579575e-24,5.5754238596090165e-24,2.9975566080894644e-27,2.677164099989157e-24
"a twin sister, the chaste huntress Artemis",1.322573992272088e-23,1.0015240402815604e-22,1.7371529177553864e-27,3.1488389587486813e-23
a two-day forum,6.26489407499886e-06,5.673522986921415e-05,2.448077281929058e-10,1.774959733931417e-05
a typical example,0.010722037947726536,0.0601636577969101,1.170598867035033e-06,0.019135790600532523
a unique approach,0.0008294021133836216,0.0060641183006904,8.837783743799827e-07,0.001952124233075801
"a variety of weapons, outdoor survival skills",9.475796799793597e-14,6.873466431789815e-13,4.819171915349689e-16,2.114850122462288e-13
"a vaudeville turn in the strip-tease number ""Bathing Beauty",9.698042675911383e-27,6.065986261165525e-26,3.0448041188041606e-29,1.885931981467515e-26
a very close match for the odd-footed enantiornithine bird,6.192208891165725e-48,4.258041060685666e-47,3.551382920350722e-51,1.3471901054224095e-47
a very special room,7.30464349974832e-07,2.5978311022880444e-06,1.68165165035911e-11,1.12697089248726e-06
a very very bad thing,1.9266122507854975e-09,1.913642238743824e-08,8.197096097701616e-15,6.04695496431979e-09
a vibrant city,1.2745051367721883e-06,5.309140153182749e-06,3.580101109983547e-08,1.98210940066968e-06
a vice chairman of the parent company and the unit,1.7335546389236035e-21,1.3283891269408292e-20,8.185848615650762e-29,4.092659960967006e-21
a view,0.09852666631391455,0.5405061932022619,9.899891533647093e-09,0.18585790949991052
a village and municipality in the Lerik Rayon of Azerbaijan,1.979018806703144e-15,1.5660168525906562e-14,1.0459676776746309e-23,4.8807733370777366e-15
a village town in the neighbouring district of Dindigul called Vada Madurai,8.712240827344109e-38,5.7060002421321696e-37,2.1854224028765043e-43,1.820706487139033e-37
a visit to China,9.475438374784111e-07,7.379558089447459e-06,2.806940067407067e-09,2.2692172618103916e-06
a vocal critic of the South African apartheid regime,1.7418510174329639e-10,1.5826598384188251e-09,2.115574674857956e-16,4.960833297854195e-10
a way,0.10203264637075123,0.3250915489000405,0.0009907977257646,0.11993149620394296
a way of looking to the future but not when it is used as an easy way out,1.246186652199243e-35,7.171092453016039e-35,2.942915419070248e-40,2.2406180049958366e-35
a whole new level,0.0005246683993267034,0.0026691773075818,3.577830322746443e-06,0.0008300640189234967
a wide variety of vehicles with which to battle his enemies,1.397879151489138e-22,6.935615123169585e-22,6.67576672581476e-30,2.257717663166723e-22
a wire basket,8.543641075503677e-07,3.456389070347431e-06,4.5386369575532116e-11,1.209476386218028e-06
a year and a half,2.170327661070389e-05,0.0001730497865711,8.105431416087042e-08,5.3420819652827734e-05
a young bloke,6.98815947813334e-10,6.9131077022441725e-09,5.0324792002618124e-14,2.183558265823385e-09
a youth camp in Little Rock,5.287599678631239e-10,2.214669482793401e-09,2.097034674719269e-12,7.448486472247548e-10
about five months,5.887884274682027e-06,2.2427556154693558e-05,1.5707519958592573e-07,7.142531679095432e-06
abusive behavior,0.00473513528173162,0.0296231559005499,3.155205474110728e-06,0.009464844558193363
academia,0.00024190590968372,0.0011045229621231,1.6565402347623603e-06,0.0003971205898732288
ad rates,1.846418030557916e-06,7.037701401796555e-06,5.689385182796632e-08,2.6916802594251234e-06
addition,0.08721640704425222,0.8551468849182129,3.11390649585519e-05,0.2698496241177588
addition to South Carolina,2.525827805823686e-05,0.0002398466894944,7.345866399807131e-09,7.546990654764047e-05
addition to his solo work,2.30158749903242e-07,1.4629243907598273e-06,1.621391041517615e-10,4.494853699867099e-07
additional austerity measures,2.0744441223122678e-14,1.8321671721204322e-13,4.73832749756714e-18,5.734197955256796e-14
additional funds,0.013831899339539286,0.0652900170238246,9.180686551105848e-05,0.019573360874033833
additional investors,0.000606401636875943,0.0014339125626517,1.3576735483688228e-05,0.000517846524734592
adoring fans,8.705796877901925e-14,5.921011066010579e-13,9.032916894087665e-16,1.8392597168942915e-13
adult film viewers,0.00021790100232488025,0.0019961186809667,2.4138750866546626e-08,0.0006263124101403811
advancing ones on the broad market,2.9590149131140977e-14,2.410710651980964e-13,1.1049262793657519e-16,7.477768583626126e-14
advocacy groups,0.00014682312739293106,0.000323551210219,2.3756052050759317e-05,9.336383496190171e-05
affairs,0.04692927441501521,0.2105182409286499,3.841165016638115e-05,0.08623080816466736
agencies on a credential system for BP cleanup contractors,5.854546065969839e-39,2.0812127838497638e-38,5.129603870951326e-44,7.749861967933373e-39
ah ah who were sent abroad,4.345738976473732e-20,4.304792035023669e-19,3.835423329893423e-26,1.3598777645229257e-19
aim,0.13151906528510152,0.9507070183753968,0.0038171727210283,0.29063494542331153
all citizens,0.0014536927004185256,0.0069594381350775,3.114200584333863e-08,0.002105890306990902
all kinds of housing structures,1.3789860782387694e-09,6.168193326829025e-09,8.820453486979133e-13,1.865049108519094e-09
all kinds of junk,2.7436093136116138e-08,1.0623314529656045e-07,1.8048949793798e-12,3.3728477339379664e-08
all of their audio player technology,7.431796870522998e-13,4.689056120307726e-12,9.920880950534224e-17,1.473843075037141e-12
all the water,0.011268097125727974,0.1077224128069722,7.456009130198053e-11,0.033915352957921745
all these issues,0.00011362494376914088,0.0010292852030133,1.7709663007697997e-08,0.00032226106771700394
"almost every major genre, including symphony, opera, the solo concerto, chamber music including string quartet and string quintet, and the piano sonata",6.036481282783372e-45,5.851999494286685e-44,2.318450987475213e-50,1.8443879319014725e-44
am the German Schutzpolizei,1.577016792695537e-29,1.302103541354191e-28,6.787165664220492e-37,4.0613977535194165e-29
"ambassador Longbin Tang reviewed the stably developing political and economic situations in China last year, and extended gratitude to the overseas Chinese and foreign citizens of Chinese origin for their warm support for China's construction undertaking, and for contributions",1.2159209241096014e-121,9.671405949363412e-121,4.708772059138309e-127,3.0155795979862117e-121
ambiguities,5.983941236623646e-16,4.161860679802747e-15,3.4708256589841594e-18,1.2982414226917533e-15
amnesty,0.26770249155269993,0.987385392189026,5.972694270894863e-05,0.3964172018945327
"an ""abuse of protectionism",3.108441135370469e-13,2.475777697175226e-12,1.1556296257256523e-17,7.698304952049277e-13
an A section,0.0008704658910665072,0.0035600262175694,1.6591220518409194e-08,0.0013730099501662767
an Aguero header,1.1042848706219868e-15,9.623196759940944e-15,4.533150770346236e-19,3.023799844524148e-15
an American landscape painter and author of illustrated works of cultural history and folklore,3.1925293748941724e-30,3.1588340807053627e-29,1.7209244943857594e-36,9.97740558921305e-30
"an American poet, an active proponent of the Confederate States of America, and a Roman Catholic priest",6.577914256983442e-34,5.412996213150219e-33,1.2762240149081032e-39,1.68757118676658e-33
an American sculptor who studied with Auguste Rodin and Frederick William MacMonnies,4.369062254927775e-38,3.180955598630463e-37,1.3325364923923336e-42,1.0120080828052515e-37
an East German border town,3.1326102338142803e-08,1.450309516189799e-07,2.5734517116614543e-16,4.930910803742619e-08
an English Bishop Henry of Uppsala,1.7806776018258552e-13,1.6773123833902674e-12,5.754340699956937e-17,5.272229228636383e-13
an English football player and manager,3.1997199625491836e-13,1.3179793464053074e-12,1.7685732734737822e-18,4.942711791863676e-13
"an English mathematician, now remembered mostly for his books, some of which broke new ground in their coverage in English of topics from mathematical analysis",1.151291967372749e-59,1.0583874681515058e-58,5.255364555378567e-68,3.3270837644656927e-59
an Episcopium,4.548511932698097e-20,4.505306942973864e-19,1.0025308889200058e-24,1.4232125022626177e-19
"an Italian actor of the cinema, theatre and television",8.70598332885394e-21,5.221477750656165e-20,4.774788235071286e-23,1.608248306693566e-20
"an Italian missionary of the Salesians of Don Bosco order as well as a passionate mountaineer, explorer, geographer, ethnographer, photographer and cinematographer",1.2529948441394606e-73,1.2496245836701737e-72,2.339016495493569e-81,3.9504804633159096e-73
an activist known most notably as the founder of a number of international campaign groups,1.893380352214934e-35,6.167294279377293e-35,9.564821570555795e-39,2.2804696555601354e-35
an actor in Melbourne,6.208045126501209e-07,3.483241974314023e-06,1.190547681143631e-12,1.177224018083054e-06
an afternoon crowd in Bowling Green,1.2787005976408827e-18,9.834570570714228e-18,1.8599061449877957e-22,3.085637360361659e-18
an agreement,0.11204536327870991,0.7460889487883833,7.451172371974318e-05,0.23743718352830534
an aide to Egyptian President Mubarak,2.5891150316613354e-24,8.318673631959393e-24,5.447550529787684e-27,3.2030058230069865e-24
an ailing soprano,2.440511870334996e-12,1.1148143968236923e-11,8.424226836773011e-17,3.699635026590738e-12
an air raid warden,1.9471837240130073e-05,0.0001531916560684,2.7459980314938354e-08,4.737158192405031e-05
an all-out effort,3.3819039510028525e-05,0.0002783031856164,8.514017315883153e-12,8.656322748067714e-05
an alternative school educator,1.5077637432200144e-09,6.289769628791127e-09,6.557321126208382e-13,1.922757232934052e-09
an analogous event,1.6664287616599074e-06,8.9375266782505e-06,2.1148817341908685e-08,2.776468064686081e-06
an angel of the presence,8.457830006791712e-11,4.925863313714448e-10,1.441139018222586e-13,1.5119253127189322e-10
an ant,3.33032705877723e-05,0.0002139997494329,2.7365228991842645e-07,6.595118002441269e-05
an anti-terrorist officer,1.4994715369714306e-09,1.1829666147719312e-08,1.6932426932885272e-14,3.762087548203263e-09
an archaeological site of the Indus Valley Civilization,6.5054604437723455e-09,5.1464176205357295e-08,6.285227226098359e-13,1.6251507606653802e-08
an assessor,2.0096835701666426e-06,7.66652361742567e-06,2.1273098611413898e-08,2.7660006791404164e-06
an attempt,0.01470098755465305,0.0373933720926422,0.0016374015266432,0.012291016363219118
an attempt at psychological intimidation,8.175675393858024e-10,6.236455411942024e-09,2.884952729577292e-14,1.956670597181254e-09
an effort to dress up results--and perhaps bolster performance-related bonuses,1.980747864581928e-44,1.4468359403990433e-43,3.626370546205384e-49,4.573758221498046e-44
an entirely new type of television drama-contemporary realism,1.1251055272506937e-22,1.0283068628645469e-21,8.307485918380289e-30,3.229265011541111e-22
an era of shrinking Pentagon budgets,6.134622511604326e-14,6.101286287569054e-13,2.2743764013028018e-18,1.9282492392220814e-13
an exhibition game in the Panama capital,1.0014159043290973e-14,9.644989975004466e-14,1.348758433038342e-20,3.03863080747707e-14
an experimental car which runs on coffee,1.4255593211264155e-19,9.368950805947988e-19,8.124394893944085e-24,2.9458121759015494e-19
an expert to help FAZ review its constitution,8.710002215845984e-19,6.369658862529625e-18,1.4267307594064666e-26,2.062638095795332e-18
an independent private bank,5.7340731513210225e-06,3.082919607796095e-05,7.522829655970792e-10,1.1462918722894578e-05
