Entity,average_probability,high_probability,low_probability,std_dev_probability
a vice chairman of the parent company and the unit,8.806208376446102e-20,6.97140573024753e-19,1.001500046200236e-22,2.1623163349920906e-19
a view,0.0005541366655480573,0.0034689745556024,1.0155179065573106e-05,0.001070437220055341
a village and municipality in the Lerik Rayon of Azerbaijan,7.98151363460463e-17,4.617057153226427e-16,4.78873612581503e-25,1.5773828994010752e-16
a village town in the neighbouring district of Dindigul called Vada Madurai,8.649245736932043e-35,8.641709297244164e-34,4.032311216092577e-40,2.7324837961194313e-34
a visit to China,1.5279683631299462e-06,1.5061217479047742e-05,2.3686853526733585e-10,4.755173192415612e-06
a vocal critic of the South African apartheid regime,1.1053323472384331e-10,6.654823656206583e-10,6.352134498645091e-12,2.0420166853660272e-10
a way,3.691205398628127e-05,0.000113239393737,1.8815901999840772e-06,4.1651735972919826e-05
a way of looking to the future but not when it is used as an easy way out,6.385049387462036e-29,5.919834580486079e-28,1.247189496181819e-32,1.8574877841758958e-28
a whole new level,5.539190970328226e-07,3.1123754800844827e-06,1.513666452906778e-09,1.0166763698107656e-06
a wide variety of vehicles with which to battle his enemies,3.742673910335102e-16,3.6510385894651126e-15,3.5623686194551284e-24,1.1515567747426029e-15
a wire basket,3.937763263410555e-07,1.5114490650059947e-06,3.6813353582673325e-09,4.6132376307569594e-07
a year and a half,6.170308404349083e-07,1.4617934984713788e-06,8.743501267594761e-09,5.289626677969751e-07
a young bloke,1.050016614840802e-10,5.328642416664623e-10,7.278934277854999e-12,1.5845723815952032e-10
a youth camp in Little Rock,2.2304794069913073e-13,6.120820144394205e-13,2.8640680804538573e-15,2.6474725269575833e-13
about five months,2.5102574349966633e-07,9.989707412858113e-07,2.092419697313012e-10,3.6997204945859893e-07
abusive behavior,4.5207762258030075e-05,0.0002888664384599,1.8673168726365905e-07,9.003485696578448e-05
academia,0.0024711197253054215,0.0169968642294406,6.02959880779963e-05,0.005441810073334478
ad rates,6.355558269283391e-05,0.0005670065682574,1.476642427376742e-08,0.00017725127218942496
addition,0.12133902658388247,0.4728048741817474,0.0001643650321057,0.18716664411185568
addition to South Carolina,1.6050385264684933e-09,1.6011342691652482e-08,5.4567200877632256e-14,5.0618710072114775e-09
addition to his solo work,6.840834256036305e-11,3.0471393776663096e-10,4.5436044513255484e-14,1.0851019921781255e-10
additional austerity measures,1.2626853001323146e-06,5.405981385836074e-06,3.9035108836276995e-09,1.9446199182547994e-06
additional funds,2.3204131290318363e-05,0.0001152309153175,1.340424464385038e-07,3.9057987643300845e-05
additional investors,8.559215384265433e-06,3.5696495297848733e-05,3.592290347175978e-08,1.2536056492995223e-05
adoring fans,5.790135343176529e-05,0.0001864063839605,5.639004073197082e-06,7.14473984398856e-05
adult film viewers,3.064823811841222e-06,1.81150728993147e-05,2.9788196088486824e-12,6.2239292055368704e-06
advancing ones on the broad market,9.810220291512212e-20,8.790708409489898e-19,7.039726460510811e-22,2.747637092758155e-19
advocacy groups,9.724105107401049e-05,0.000445926128049,5.871384820555242e-07,0.0001419466918417916
affairs,0.0017035126408700123,0.0163908302783966,5.350412720872555e-06,0.0051609504726969745
agencies on a credential system for BP cleanup contractors,1.4294843047920023e-27,1.317938924645525e-26,8.31413912160279e-33,4.132652552875205e-27
ah ah who were sent abroad,7.797875411237281e-24,4.5885821708534123e-23,4.199309345097912e-26,1.6121695889458792e-23
aim,0.004244364099733377,0.0249847900122404,3.994602764123556e-07,0.008672514293099351
all citizens,3.192406340393594e-05,9.9863910248518e-05,5.447284393526744e-07,4.029796965460728e-05
all kinds of housing structures,4.2126280679115713e-10,3.095475940588967e-09,8.657008531676444e-13,9.50007812398795e-10
all kinds of junk,2.6240798384816377e-08,1.739427794621044e-07,2.5057048480803457e-12,5.4424442488023135e-08
all of their audio player technology,4.811525562690144e-18,2.997066685156976e-17,8.331060910795735e-22,9.19517684086029e-18
all the water,1.4534319073461548e-06,8.000980596373757e-06,7.285355298205447e-09,2.542059242067324e-06
all these issues,4.0436152936896586e-10,2.154917858540526e-09,1.4748331430138168e-11,6.528307220010975e-10
"almost every major genre, including symphony, opera, the solo concerto, chamber music including string quartet and string quintet, and the piano sonata",7.762506086661638e-35,7.155993601063801e-34,6.672750853328799e-44,2.24970208185092e-34
am the German Schutzpolizei,7.057778201905638e-12,5.546899172873765e-11,1.0216529251802191e-22,1.72756053508159e-11
"ambassador Longbin Tang reviewed the stably developing political and economic situations in China last year, and extended gratitude to the overseas Chinese and foreign citizens of Chinese origin for their warm support for China's construction undertaking, and for contributions",6.334049623429973e-82,4.363136217323884e-81,4.1277229171826895e-84,1.3334233510388606e-81
ambiguities,3.211652200779483e-05,0.0001668435542006,4.270517353245407e-08,5.399042049024918e-05
amnesty,0.0009637087663577215,0.0062931724824011,1.122502999351127e-05,0.001944058707344804
"an ""abuse of protectionism",6.219857048195306e-13,4.228945330059436e-12,3.339636595046886e-20,1.3417169614809065e-12
an A section,2.1470768704031435e-06,9.908372622075044e-06,4.396626000527147e-12,3.589774660608613e-06
an Aguero header,7.228605265279101e-11,5.523940438078086e-10,3.065201061609581e-14,1.71577837128592e-10
an American landscape painter and author of illustrated works of cultural history and folklore,4.1148412649814557e-25,4.0081808449263724e-24,1.1935204210256961e-29,1.2638632886945376e-24
"an American poet, an active proponent of the Confederate States of America, and a Roman Catholic priest",1.269991436697375e-25,5.20302229310124e-25,8.09870002398284e-27,1.6962167160173876e-25
an American sculptor who studied with Auguste Rodin and Frederick William MacMonnies,9.686805187012237e-25,8.762041189500978e-24,2.6421660599218614e-29,2.750153491718174e-24
an East German border town,6.864134388217993e-08,6.578985028923891e-07,5.305131291314445e-15,2.0712419866332574e-07
an English Bishop Henry of Uppsala,4.4195100211017755e-13,2.9171911531658555e-12,1.5080546010994894e-19,9.788393720953144e-13
an English football player and manager,1.4525730944977878e-11,1.0466408278505999e-10,2.5771422999946294e-14,3.225997787237515e-11
"an English mathematician, now remembered mostly for his books, some of which broke new ground in their coverage in English of topics from mathematical analysis",5.308680854460382e-47,4.692530062479832e-46,1.7034203448017685e-50,1.4667534719124973e-46
an Episcopium,2.842260428703502e-06,2.8422586332605897e-05,4.246762598805633e-15,8.988010349526873e-06
"an Italian actor of the cinema, theatre and television",1.6794772166009806e-13,1.6676597217614246e-12,2.5952133822850496e-19,5.269530406004459e-13
"an Italian missionary of the Salesians of Don Bosco order as well as a passionate mountaineer, explorer, geographer, ethnographer, photographer and cinematographer",2.4245845153131475e-43,2.2981025572065558e-42,9.598256119563634e-51,7.232680931262726e-43
an activist known most notably as the founder of a number of international campaign groups,4.989875738867245e-29,3.9096536019311218e-28,1.726016810247438e-33,1.2218287168124945e-28
an actor in Melbourne,1.0004793468960795e-07,3.566282951832514e-07,6.727011126448431e-15,1.2859138761675827e-07
an afternoon crowd in Bowling Green,2.9625669804313207e-16,2.8445571685484947e-15,1.0229083235176868e-19,8.95694616413328e-16
an agreement,0.00028348122852218715,0.001280565661441,3.902590978196736e-06,0.0004345347487982023
an aide to Egyptian President Mubarak,2.0009019413000115e-10,1.983239077058652e-09,4.032921122456432e-16,6.265412964327758e-10
an ailing soprano,1.5999608178577096e-09,6.5725954574375155e-09,7.484195172178465e-14,2.3790580310659248e-09
an air raid warden,2.076042773761806e-06,7.53329441357346e-06,1.4484960321351312e-11,2.8910202647294124e-06
an all-out effort,3.3407210490516684e-08,2.5510725815235255e-07,1.161890771856522e-11,7.982082737626434e-08
an alternative school educator,9.814250397943267e-08,9.69881348497346e-07,2.739831713475646e-15,3.063135263953245e-07
an analogous event,3.9281232527661174e-07,1.4582554390867814e-06,2.200319564771863e-09,5.195572144471548e-07
an angel of the presence,3.253846991634086e-07,2.007398150072474e-06,1.618325596573266e-11,6.214216141595984e-07
an ant,0.000199243892143598,0.0008517089841771,3.432638032917993e-07,0.0003146534628884366
an anti-terrorist officer,1.6009198419384944e-10,5.167476822684024e-10,4.785067161937745e-13,1.8983028778897626e-10
an archaeological site of the Indus Valley Civilization,7.745341572683869e-07,7.248886558984558e-06,1.8173991758779253e-09,2.2769722697389304e-06
an assessor,8.619009241265146e-07,5.512370025252024e-06,4.0519652044876e-08,1.6712348689148037e-06
an attempt,6.94042292281793e-07,2.878298390306572e-06,1.034215417944134e-07,8.160770957232573e-07
an attempt at psychological intimidation,7.795526979799017e-13,5.6304843304617065e-12,7.84301068532005e-17,1.7200127172519777e-12
an effort to dress up results--and perhaps bolster performance-related bonuses,1.3429825912855426e-37,1.0184682034112287e-36,1.7743823886761693e-42,3.2076648162505304e-37
an entirely new type of television drama-contemporary realism,5.863790489826943e-24,2.4910755312727414e-23,1.1534989406401104e-26,9.675850348591267e-24
an era of shrinking Pentagon budgets,3.3722090700738584e-12,3.3666672817752256e-11,1.7932879501368542e-17,1.064440134563257e-11
an exhibition game in the Panama capital,3.7256756016174224e-14,3.711231815397039e-13,6.316894487694023e-21,1.1730948728297923e-13
an experimental car which runs on coffee,3.1286287680938276e-15,1.5864138219453e-14,5.3522406092521455e-20,6.465669280097666e-15
an expert to help FAZ review its constitution,2.7262923389499532e-14,2.423681647340647e-13,1.1537794170281109e-25,7.570962440265974e-14
an independent private bank,5.348153626728052e-09,1.8278343016976896e-08,1.8000707372080577e-11,7.385970819408864e-09
an inducement,9.345489714170947e-08,6.466515539439396e-07,1.3152132144747711e-09,1.9600874857757216e-07
an internal probe,8.254065976119757e-08,4.090940936846448e-07,8.495840700886617e-10,1.198773935437922e-07
an international tour of The Hollow Crown,3.441239641000865e-08,3.153764560928601e-07,8.784631432595793e-19,9.890275467033092e-08
an interview,0.0020864586716714782,0.0142421088067425,3.23246315383136e-07,0.0043788355450352584
an interview published Monday,9.035977547998475e-13,4.098929522838215e-12,1.3270577810898544e-14,1.6601470428617781e-12
an invitation to visit Cairo from Egyptian President Hosni Mubarak,2.8834956431913356e-15,2.6055786743672444e-14,1.799327341470711e-19,8.184955528978514e-15
an occasional game of tennis or the like,3.006266145710732e-14,1.320781826962979e-13,2.6618044383332793e-19,4.216655976854298e-14
an oily endosperm and usually with a black or brown phytomelanous testa,3.1591588117948623e-40,1.1232178139321609e-39,5.2109811595043466e-42,4.285038748303198e-40
an opportunity for business,3.718498755046666e-07,2.0689509785731e-06,4.4069687274428506e-11,7.571879577286571e-07
an opportunity for investors,1.2768023271809155e-06,1.0858121821740638e-05,7.679274906836271e-09,3.3888646295537e-06
an ultimatum by Napoleon,6.087307894714865e-09,4.3761080166959256e-08,1.0171798378367009e-11,1.3451350965174565e-08
an unincorporated census-designated place in Door County,5.585594086224653e-15,2.42246052249697e-14,4.033033802043264e-18,8.660928122640327e-15
an unincorporated community in Pittsylvania County,2.2880920120937147e-12,1.319060786464978e-11,6.8805751941678215e-15,4.185134659111372e-12
an unstable talus slope,2.3301857720509907e-11,6.280046824008787e-11,7.980932125876487e-14,2.437158369547864e-11
analyst,0.01769729406805705,0.1477386057376861,6.8162407842464745e-06,0.046266807110634876
analysts,0.01143178035765683,0.0900254175066948,2.337487103432068e-06,0.027991794113823177
anniversary,0.08278821300773412,0.3305173218250274,0.0004662269784603,0.10290588485087299
another aircraft,5.265906105149067e-05,0.0002303458686242,2.623556028919612e-07,8.150857548992345e-05
another of his colleagues,1.3315331562878927e-09,6.368370541881997e-09,5.6154221276475997e-11,1.947953062909304e-09
another site on the east coast,1.8355801728915706e-10,1.582961155530316e-09,4.8407733005271636e-15,4.96197883110387e-10
another theory,7.114359616282165e-06,5.756089293349441e-05,7.270975975505545e-10,1.7811021535596216e-05
anti-abortion groups,0.00038447995234705887,0.0029608015754278,3.4494781932731412e-09,0.0009279684847716766
any attempt,6.824749870634251e-07,4.229881351106479e-06,5.502536836808496e-09,1.3057853511740356e-06
any constitutional restrictions,3.309534696004781e-10,8.70427326516073e-10,1.0769578149062348e-11,3.0885624086491505e-10
any cuts,5.514818196817674e-06,3.356729668597394e-05,3.66169866264386e-10,1.0929158124445639e-05
any deal with Al-Qaeda,9.482189299001502e-15,3.6407631957991626e-14,6.084293078714862e-17,1.1718201343235437e-14
any given time using the Contact Us form at the bottom of every page,3.8266974865751865e-23,1.8091499653296612e-22,8.170831319186653e-25,6.186134723508082e-23
any particular player,1.5186717318722026e-07,4.142767317313295e-07,6.276014033376336e-11,1.4566999017057062e-07
any pressure from the ECB or European countries for Portugal to accept aid,4.497970421365217e-20,3.2753707972767413e-19,6.301752592456438e-27,1.064262222792598e-19
any similar facility across this land,2.6043420091088032e-20,1.494141223836388e-19,3.1267614084071284e-23,4.656647914886651e-20
any threat,6.3169899659873395e-06,2.857659426079573e-05,4.9985117392684535e-08,1.1071441857620845e-05
anyone,0.0002099541705319587,0.0003855028480757,9.124756616074592e-06,0.000135450703379864
anyone in cyberville,3.471585726361251e-07,3.40850799028585e-06,1.083205609748818e-15,1.0758311888212232e-06
anything,0.001929676026338669,0.0095390537753701,1.2671827789745294e-05,0.003471038500775448
approval,0.002320111228709685,0.0064188321121037,8.781218639342114e-06,0.0022740402236951693
approval of the natural gas chemical industry project,1.107300604356871e-20,6.112378622357498e-20,1.0134085692067739e-23,2.1847407798590218e-20
areas,0.00015390546031990773,0.0004944449756294,2.3537293600384143e-05,0.0001295405260708017
areas farther south ahead of the drills,2.051209149820271e-22,1.0345830519367965e-21,1.309049939768391e-26,3.474885241115329e-22
article uh,1.28091507751967e-10,5.98781571818222e-10,4.995969127079838e-13,1.903244023334947e-10
as many as one hundred stores,3.5287866492860353e-11,3.2096400611716827e-10,5.947557622313653e-14,1.0043963761053226e-10
at least three weeks,3.0575578073340013e-06,1.4390470784620272e-05,5.1660223927364835e-09,4.309812359963485e-06
attack,0.004479546176855759,0.0138161098584532,7.127656544980709e-07,0.004934819180227176
baby gates,0.002005300235574066,0.0170795811855508,1.0919737206172325e-07,0.005336563592989679
bad outcomes,6.037718768990213e-07,2.894172887393749e-06,4.8091408547916545e-11,9.493195049996594e-07
bad weather,0.0052287461820083835,0.0447403232629088,1.3245415145528034e-05,0.013924905524798501
bankruptcy protection,0.0003697352743617327,0.0010045890023988,2.5859720937077e-05,0.00039310905601697827
bars at night,3.171364001695705e-07,9.657437576905406e-07,2.778591880117002e-09,3.868230004282164e-07
basic life processes,1.238273900357674e-06,3.7982303536078247e-06,1.819410010573509e-09,1.4222389216172403e-06
basketball and baseball,2.4095592373469074e-07,1.422029283267118e-06,2.0662353708664182e-10,4.435622582033728e-07
battle,0.023126069774389142,0.1443775296211242,1.260506996914046e-05,0.04734002147439926
bilateral trade,0.0002137230791762736,0.0014496870551712,6.072305235030094e-08,0.00044948387832059283
biology,0.039065295768523314,0.3635897934436798,5.1732939027715474e-05,0.11406861893523518
bishop of the Pergamon,6.351768419658219e-13,3.758128134125034e-12,1.0355673919139214e-14,1.2267004163311018e-12
black short shorts,3.495524719795853e-11,1.6478887267360567e-10,2.8302863637709983e-14,5.102247679134576e-11
blank expressions,2.2229226895898767e-08,1.4483595271184633e-07,4.587520793143244e-11,4.43538780614561e-08
blood volume,0.0050371886527939055,0.0455542858074993,2.5076432856008596e-05,0.014246201826674264
borough president,6.513527030719888e-07,2.152549257682836e-06,8.324687905236874e-10,8.560580859623963e-07
borrowing and economic growth,4.655253745497522e-12,1.4094517430666968e-11,4.753717723109013e-13,4.9752297643525104e-12
both Germany defender Philipp Lahm and Luca Toni,6.460737968517655e-17,4.591737721975888e-16,2.8406109774436274e-19,1.4094780316908702e-16
both celebrities and ordinary people,9.352801875782351e-11,4.1063295241951567e-10,1.226627581184578e-13,1.2734797265247316e-10
both sides,1.3516342545359962e-05,7.063502973398555e-05,2.4999314151116212e-08,2.3581027600602386e-05
both the Pentagon and the Justice Department today,1.0232675414383962e-15,5.3541319088326166e-15,1.3413075792186528e-17,1.874059834350428e-15
boycott one company,1.4658930225714575e-08,1.4298897187477006e-07,1.2472248227727946e-12,4.5092459518951605e-08
break points,1.2382782763746092e-05,7.529543855524417e-05,2.244544131296234e-08,2.3112484806449805e-05
breast,0.02918435611645686,0.1448961943387985,0.0007307174382731,0.050336860451097046
broad Israeli public support,5.978865478486677e-10,5.943538598411837e-09,5.8333140394289785e-15,1.8782849437258696e-09
broad improvement,9.192712590923275e-08,2.945777437617714e-07,9.924646319326063e-09,1.0346090379998268e-07
business data,0.00015085599003436135,0.0008453121966497,4.1717559204103305e-06,0.0002696774075786546
businessmen,7.380405527327325e-05,0.000245759030804,2.693619990168372e-06,9.603370053373976e-05
cables,0.0013318490549863392,0.0031535497400909,8.710143447387964e-06,0.0010568782139957775
calls,0.008866192053346805,0.0715958550572395,4.056370471516857e-06,0.022409623766434465
calm investors,2.0024151502204045e-07,7.45869431120618e-07,1.1531026782362311e-09,3.009340397080053e-07
canon law,0.0013803865825960167,0.0063324764123576,1.367967830021782e-06,0.0019851293401622586
carinal canals,2.8398962870000813e-13,1.3682803554268619e-12,1.5935499201678792e-16,4.4337133888128497e-13
"cartoon characters, such as Walt Disney's Donald Duck, and Warner Bros.' Daffy Duck",5.92233345041919e-19,3.688051639326597e-18,6.440121141659871e-25,1.2830292158466494e-18
cash,0.1085055018542334,0.3157858848571777,0.0027360746171325,0.10911381104406123
center and power,5.871650462848969e-11,3.3630500611793664e-10,9.452454294141985e-14,1.1934915782423229e-10
"central New Mexico, Arizona and southern California",5.440988304600575e-15,5.1261246022936765e-14,2.326938851345396e-18,1.6123442070423387e-14
ceramics,0.012881241810009636,0.1076483130455017,4.330951924202964e-06,0.033637001427958904
ceremonies around the world,1.4512412873851284e-08,1.279513807681389e-07,1.5077805336669418e-13,4.018241815486566e-08
chairman,0.0020393093852362205,0.0087987072765827,1.1527598871907683e-05,0.0033310505953907856
chancellor of Sharif University of Technology,2.831033059599963e-09,9.05407621955615e-09,7.686357203478271e-16,2.7734704130053137e-09
chef de mission Craig Hunter,1.65625449535816e-18,1.195212803679142e-17,8.165549989335711e-20,3.6578895611362026e-18
childhood friends,0.0021782011980117726,0.0124059950126884,8.033832850731261e-07,0.0037734261449318247
chlorine,0.07287461343707688,0.503154993057251,0.0006674012832034,0.16247653859472655
chlorine gas,0.0009549709989631113,0.0031495714545261,6.658918733339937e-06,0.0011290886920398652
cigarette and joke,3.2749484272432484e-08,3.252397573357201e-07,9.034113556378653e-14,1.0277298288558231e-07
cinema,0.028045340657718014,0.17891825735569,8.950063602242153e-06,0.05992219590323077
citizens living overseas,2.47367105939143e-07,2.4180200212964976e-06,2.925925143928573e-10,7.62707197625482e-07
clades,3.575515967570675e-05,0.0002845811611047,4.304269356086924e-08,8.82085037250285e-05
class the next day,5.172239344141726e-09,4.2771902585421696e-08,4.861731419120092e-13,1.3288351137803688e-08
classical physics,7.94588133124947e-05,0.0003953339435857,9.591477232616617e-08,0.0001339973434784786
classics,0.0007291614844234272,0.0025524189695715,2.595991190901259e-06,0.0009516619844104525
clear and regular signs of hiring,1.0862068322389497e-16,5.753771165337062e-16,1.816436025898973e-19,1.9697056740175228e-16
clear blue eyes,7.919176295524899e-07,6.5102204392851164e-06,9.14651986053236e-10,2.0194815615242294e-06
clusters of ovaries,1.2273066596791312e-08,9.696150808865029e-08,1.407544283311775e-13,3.0022487290558415e-08
co-director Ron Clements,6.457073139911538e-08,3.712810853349165e-07,3.342437233562725e-12,1.1425593790848967e-07
coalition troops,1.5647672564912062e-05,0.0001427210185396,1.5352671893046152e-08,4.472807073175888e-05
color,0.02661365781386842,0.085009180009365,0.0003811422211583,0.0313425388241435
colour,0.0005605867729172856,0.0041229706257581,2.1091880626045167e-05,0.0012565884270354245
comment,0.0038791170249168894,0.0124247120693326,4.448953404789791e-05,0.005029873851923439
commodity prices,0.0002610464034937688,0.0006067988191513,3.5988577710803493e-06,0.00023142897206695527
communal forces,3.149075937221537e-09,1.7376119148941338e-08,1.88095105247534e-11,5.3181044843290255e-09
companies,0.0014314714189822015,0.0058576925657689,5.356633846531622e-05,0.0019873176258539352
companies that caused the economic meltdown,2.017207211703401e-11,9.093337519576984e-11,3.7889289953229453e-16,3.3734560073814326e-11
company receptions,1.0655269133153376e-06,1.0309438872070642e-05,8.811025346531694e-11,3.2484678045651145e-06
completion of the program,2.9751259944436283e-07,2.354443286294418e-06,1.6845946001952927e-10,7.261774253430241e-07
composers of the Ars subtilior,1.5503540189729652e-06,1.5503520675697745e-05,3.704288027625892e-18,4.9026430230200715e-06
"comprehensive and in-depth recommendations, due to the extremely complicated nature of the situation in Iraq, the report",9.447179239832241e-34,4.6845643133443675e-33,4.1859827675057326e-39,1.6352701618046243e-33
concerns,0.0005236549153778099,0.0034497135784476,1.9711478671524677e-05,0.0010384883425331266
concrete reinforced with steel rebar,4.7025737204061574e-06,2.79085477141584e-05,1.83453178692775e-08,8.285385590644598e-06
confidence,0.007197670634923245,0.0233354195952415,4.952259041601792e-05,0.008758099230607256
conjunction with a Blue Alliance board meeting,8.88706717114391e-29,3.3496618890578843e-28,2.2292441266521155e-30,1.304203372933731e-28
connections to the Bee-Line System in White Plains and Port Chester,1.7640751790764536e-23,7.112131575747674e-23,9.990546077455207e-28,2.8864177547286704e-23
"consensus ""status, a player",7.139596623355004e-20,3.9990930139319337e-19,1.1480737092593876e-22,1.2056370813958945e-19
consequences for the company,4.490220187722836e-06,1.4788858338993336e-05,6.259881450257284e-08,5.247083794590699e-06
construction firms,5.4893966533372487e-05,0.0004966901555552,3.174347988418033e-08,0.00015544967475207772
consultations,0.00029614433495907006,0.0025920474436134,5.8357272791909054e-08,0.0008087906216113201
consumers,0.013646858444553758,0.0858925282955169,0.0001396614970872,0.027461727637755482
contact,0.013316191616468081,0.0359548665583133,0.0027132786344736,0.011545836534150837
contemporary composers,2.891314223153116e-05,0.0001142719671641,8.914447981084836e-08,4.2675823343606415e-05
continued dialogue across the Taiwan Strait,1.099651414309443e-10,9.482819208738272e-10,9.374638464981076e-16,2.958180350001796e-10
controversy,0.005438453938040729,0.0303121600300073,2.982474325108342e-05,0.009251576004239044
conventional chips,1.2906935276317905e-07,8.97018175890509e-07,7.127177672142122e-12,2.7798419952272054e-07
cooperation from Yemen,3.664479941277761e-10,1.614097647866982e-09,3.361877079382649e-12,4.6485156971409776e-10
coroner's officials,3.8188506098347626e-07,3.032442071186133e-06,2.944008686618343e-10,9.469583468830363e-07
corruption,0.06415646669047415,0.353093534708023,0.0003296338545624,0.10913401319696484
countries,0.00987411857058754,0.0391001179814338,0.0004000508051831,0.011382775541142094
country people,2.097099295378934e-06,1.6839686517021988e-05,2.911296587541552e-09,5.240833702395847e-06
course,0.006985817162467314,0.0420981459319591,6.232687610463472e-06,0.013028707934852946
court on Tuesday,4.004540747855595e-08,1.987714366459573e-07,3.7738486804267796e-12,7.925008590626779e-08
courtesy of a two-run eighth inning,8.129464954235814e-14,5.292741464417737e-13,3.976075632050796e-16,1.6381835259387789e-13
coverage of Sunday's services,2.1774172050157763e-12,1.668719457754654e-11,3.2771566593104556e-16,5.252774777863161e-12
critical acclaim,0.003149686848384556,0.0142400945823339,1.2772672946556964e-05,0.005627050776710832
criticism,0.00333462549601787,0.0147975403815507,5.674342446582159e-06,0.0055637516986932764
criticism of drama,4.813113803687858e-08,2.841956160228332e-07,4.598391992570714e-12,9.234302626954213e-08
cross variant,1.0621560594060569e-11,9.476838272278523e-11,8.03544017089324e-14,2.9594855758490374e-11
custom medical devices,1.5480593964061876e-06,1.4964767750639808e-05,8.131656020429393e-10,4.714669023733969e-06
cyclohexane,0.006876842312265198,0.06637900241358,1.7158997793337978e-06,0.020910405989430645
data and cost estimates,1.2028884414598214e-09,6.4622161312520065e-09,1.1721783606617959e-12,2.031790163189325e-09
date,0.0019100843277555675,0.0090025700628757,3.1175706681096926e-05,0.002792421780316406
dealers,0.0014505513041512736,0.0067374636419117,5.0501439545769244e-06,0.0021794891449436783
debate about the origin of the term bug in software engineering,3.390977714469419e-20,1.8062174017371391e-19,1.1332977693285126e-25,6.907290691101347e-20
"declines in the stock market and dollar, and a rally in bonds",1.3263267356438882e-21,6.606993268590485e-21,2.5092204558286837e-24,2.1034260330590532e-21
dedication and perseverance,5.699014787099289e-06,4.515300878678264e-05,1.914393913014508e-09,1.4036191141861757e-05
defects,0.011354313864194368,0.0428043715655803,7.390021892206278e-06,0.01702442101835532
defoliants,0.0005526627864142359,0.0030988632697149,3.5887499701515156e-09,0.0010522879054416278
degree from the Norwegian,7.566637466729334e-09,3.046793255597102e-08,3.104591569997648e-12,1.2279433431874405e-08
delays for months,1.0763601224344563e-09,6.69810914789885e-09,4.809504964567021e-13,2.0899326189746428e-09
delete' operator,3.0955236387694757e-11,8.85812208396672e-11,8.765429718193722e-12,2.5601979031175296e-11
demands for easier visa rules,3.8852029289724934e-12,3.3996550208696154e-11,8.437126684326279e-16,1.0668380667247486e-11
department stores,0.00338249300047285,0.0268933189582065,2.2274501776111113e-09,0.00840180174500432
descent,0.011661479295798891,0.0562377870082855,6.101326653151773e-05,0.019685729548919347
deserved victories,7.809838747702262e-09,5.7797956201190976e-08,3.183352188145105e-12,1.7855974277331553e-08
detention,0.04010044706519689,0.1548985242843628,0.0009129345417022,0.05613418162964112
development and peace,7.612333609695886e-08,4.307984456224529e-07,1.0723129983437837e-12,1.514938839072833e-07
development in Asia,9.738202253894025e-07,2.5632165246638274e-06,4.676049630558331e-10,1.1133342969574989e-06
different operations against us,1.5440098496997078e-16,1.108241586740515e-15,2.4739118672361222e-20,3.5695419439994023e-16
difficult choices,9.198524040768816e-06,4.227128541391036e-05,4.228192644945165e-09,1.3682287654189055e-05
"diffusion of oxygen, carbon dioxide, and other metabolites",3.947759719429057e-11,2.449371489142884e-10,1.1546732932609948e-17,7.777107593569646e-11
direct entry,5.228973526896946e-06,2.044178024670465e-05,6.72924859072089e-10,6.777878378582675e-06
director,0.030949025752488486,0.1320227682590484,7.692942745052278e-05,0.049733353869564255
director of the National Economic Council Lawrence H. Summers,2.526112311824221e-13,8.797500899735744e-13,1.3974677460838417e-15,3.3402939129679394e-13
disable candidates,1.6697855768568826e-08,9.648858614059789e-08,6.911141944988695e-11,3.0611936610645556e-08
disasters,0.00414450628741174,0.0210948251187801,9.692844469100236e-05,0.006364364257897177
discussions of the Israeli-Palestinian conflict,2.850617466167162e-08,2.451008958244373e-07,1.8973173535101802e-10,7.629418748065925e-08
discussions with U.S. diplomats,5.261127366733393e-10,4.169912131069857e-09,6.398120858795116e-13,1.288019017155852e-09
discussions with US officials,1.287735067621486e-09,5.743902907611502e-09,6.537127864355591e-14,2.1373463856486285e-09
dispute cases involving foreign investment enterprises accepted by Tianjin,2.843393591107705e-20,1.6625091363333377e-19,1.851716085617241e-32,5.198093131230933e-20
distant third,2.1321432421019313e-06,9.962036299560224e-06,1.544767527372993e-10,3.2155869627083924e-06
dive,0.017221323657213326,0.0708557441830635,2.0417563064256683e-05,0.022776565255928773
domestic and overseas investors' attention,2.3010802555414915e-14,1.8290572697993746e-13,3.9564646319410864e-18,5.707525864110505e-14
double digits,4.716224324923388e-07,1.8550914172816104e-06,4.922194800344392e-08,5.906180666078173e-07
dozens of Creole-speaking doctors and nurses,1.049643206743339e-09,1.0496427508389364e-08,1.1524177486083188e-19,3.319261661947377e-09
drivers,0.008472596948649836,0.0464427582919597,1.220489230036037e-05,0.014649224145726728
drugs,0.00960202426576866,0.0701341852545738,6.5061823988799e-05,0.021450943327576386
dysfunctional approaches that are intended to help but in fact,5.753574164980885e-17,5.715249718610377e-16,1.2468584491797609e-23,1.8060125436057914e-16
each contributor adding to the thread that moves me in a sonambulant noiseless rush toward the truth,1.4647890477708657e-50,1.4500651406776368e-49,1.1069779712469756e-55,4.580482094959244e-50
"each fat, inflatable form strains against the buildings' walls and windows with playful, even comic authority",6.34049573511501e-46,6.290773101120997e-45,4.750049295985329e-56,1.98762034562949e-45
each image pixel,2.4552958408664934e-08,1.221379909410842e-07,3.5463473123590795e-11,4.604450464751822e-08
