Entity,average_probability,high_probability,low_probability,std_dev_probability
"consensus ""status, a player",1.7057604779000533e-31,1.6026431700284786e-30,6.369028290811169e-38,5.035745562124581e-31
consequences for the company,3.637748198601427e-15,9.573804590862823e-15,1.1002353423642915e-16,3.747117038887417e-15
construction firms,2.6000166423503845e-05,0.0001316126982786,1.2508597917798251e-14,5.4818417255772884e-05
consultations,7.667348421728506e-18,4.234911034872596e-17,1.0153690134375227e-20,1.3299591609218327e-17
consumers,8.434503548240516e-10,6.199849837397336e-09,2.067656132317481e-12,1.901085432121397e-09
contact,5.403710418350194e-07,1.8146575939681495e-06,1.13465514761657e-09,6.301133514833726e-07
contemporary composers,1.3076914168743618e-12,1.197848186477495e-11,5.2335081102248795e-18,3.764025446126463e-12
continued dialogue across the Taiwan Strait,4.46482043612259e-17,4.463215013493121e-16,5.108213305613228e-32,1.4113361528340218e-16
controversy,3.368177030979782e-12,2.3450532523936272e-11,1.2247194935998856e-18,7.28849900499465e-12
conventional chips,3.0144280021892937e-18,2.825923182514963e-17,3.026485707745591e-23,8.874853248922746e-18
cooperation from Yemen,3.2615367998541437e-16,3.0531337499663777e-15,4.50968425632104e-21,9.58579670840846e-16
coroner's officials,1.961348548702886e-10,9.550735166034103e-10,2.0267502570803805e-22,3.658328187233629e-10
corruption,6.66458213074272e-05,0.0006506182790041,1.774936286835782e-08,0.00020519845802027088
countries,6.57101516084322e-05,0.0006554242016667,2.2153825494485986e-12,0.00020720506654977233
country people,4.88121510849289e-09,4.635174055857414e-08,7.80676280716332e-16,1.4578257265749372e-08
course,5.119488295513009e-07,2.492923613317544e-06,1.4367624423528014e-08,8.70082121131172e-07
court on Tuesday,4.267576177277455e-10,1.5200435403343875e-09,9.445398841077094e-13,5.255851612248388e-10
courtesy of a two-run eighth inning,4.2474843950527936e-26,4.022812854543824e-25,1.720652105682856e-35,1.2650733318847125e-25
coverage of Sunday's services,1.466939117962797e-23,1.3000442635379831e-22,1.8081723692537817e-35,4.071257308825506e-23
critical acclaim,6.868813984068133e-08,1.655291683464715e-07,1.2967905481028385e-08,4.1842222567992524e-08
criticism,5.2300785039935954e-11,2.2368961948141984e-10,2.5279170709470504e-14,8.329706998205368e-11
criticism of drama,3.100706055076354e-15,1.5111383549871163e-14,1.0712485854900368e-18,4.5465471857297675e-15
cross variant,4.983095557401899e-13,1.5631864368288949e-12,6.648219169962393e-15,6.662227694472452e-13
custom medical devices,3.408978077930098e-07,2.627031698978484e-06,4.1514479347091467e-13,8.399032734988643e-07
cyclohexane,2.525628278180196e-17,1.3228868721496618e-16,6.114567649969344e-22,5.233771674750681e-17
data and cost estimates,6.8736561470876144e-12,3.914991410206109e-11,1.7657804226345567e-14,1.2127873708620015e-11
date,3.1078865332379023e-07,8.153289172696532e-07,2.5044246676486637e-09,3.016993621119452e-07
dealers,2.243643440276451e-13,1.6895137543182462e-12,1.945366655216832e-17,5.384217938435742e-13
debate about the origin of the term bug in software engineering,5.980630012761181e-26,5.4341113427717e-25,7.551361051148874e-55,1.7031841720796477e-25
"declines in the stock market and dollar, and a rally in bonds",3.917124858518526e-30,3.917060552537932e-29,7.852438267637572e-50,1.2386810485634743e-29
dedication and perseverance,1.4434425159766844e-11,8.070533330429315e-11,5.093526698498866e-21,2.4795852925156464e-11
defects,9.841752700705207e-19,9.687576934952537e-18,4.2114427652261575e-22,3.0581839357375196e-18
defoliants,7.750712760636409e-12,5.7332785512408e-11,8.392856192063976e-18,1.8401228370272202e-11
degree from the Norwegian,5.756566201646652e-11,2.9909980889724987e-10,1.4622146669486425e-14,9.60483200374303e-11
delays for months,4.457376272978503e-14,4.4163727004083606e-13,1.8358153392081527e-26,1.395165075613882e-13
delete' operator,2.177547451089475e-08,7.252690469153405e-08,1.1432811371065492e-09,2.1174110540382483e-08
demands for easier visa rules,5.242252178533489e-19,4.8569898369349535e-18,1.7001614134289188e-33,1.5268805340302575e-18
department stores,8.50938314959798e-05,0.0003449628242876,1.1149980881480086e-17,0.00012640605522954714
descent,1.501009735673558e-13,1.286706801369393e-12,1.1577741522387649e-15,4.0114198573244103e-13
deserved victories,1.4287780631432871e-16,6.6284843627442895e-16,9.54622536433068e-19,2.180877959865737e-16
detention,5.532763638688758e-11,2.863881718901046e-10,2.019998418539181e-14,9.60511306417586e-11
development and peace,5.458184153188309e-10,2.275944509663835e-09,1.1144021823695998e-14,8.313288035726863e-10
development in Asia,1.043140465767041e-09,6.063444553610252e-09,8.340938546676842e-19,1.8586604014514497e-09
different operations against us,5.91844475230563e-18,4.068157610098623e-17,8.022931940477754e-22,1.2374825066671059e-17
difficult choices,6.041685835640859e-13,2.7900197846246218e-12,1.6642024122862555e-16,9.011522197814723e-13
"diffusion of oxygen, carbon dioxide, and other metabolites",9.642750667201218e-24,8.750504846533679e-23,5.737842048026636e-35,2.742307292704533e-23
direct entry,7.839035358746845e-09,2.4586833767642283e-08,3.523350606616456e-11,7.560363405209375e-09
director,1.0869520188805381e-06,4.574456852424191e-06,9.60125632332165e-08,1.4986700869190475e-06
director of the National Economic Council Lawrence H. Summers,1.582768923832211e-22,1.0154683430832662e-21,2.202412055959884e-38,3.124286339343203e-22
disable candidates,2.0063765139090634e-10,1.3047084456167251e-09,5.787586424832608e-15,4.1907019551133966e-10
disasters,2.0723482573301182e-10,2.043822675458474e-09,5.757000823146625e-14,6.453204977351903e-10
discussions of the Israeli-Palestinian conflict,2.925434151500381e-23,2.4223741874636065e-22,8.623034523574308e-31,7.600530629391369e-23
discussions with U.S. diplomats,4.002436234813757e-19,3.68664677123268e-18,1.1374341042505952e-24,1.1586482764478317e-18
discussions with US officials,8.538926914201516e-15,6.353093889386613e-14,5.4913121012558435e-28,1.9765814719177682e-14
dispute cases involving foreign investment enterprises accepted by Tianjin,1.7879588875544995e-32,1.5249883030130235e-31,1.1301924094493965e-59,4.781306390783733e-32
distant third,4.2682741023931234e-16,2.595151397545993e-15,1.0032571033414129e-18,8.299228693311238e-16
dive,1.5139073188463937e-14,7.803949207501242e-14,4.798993595707152e-17,2.5067023223424016e-14
domestic and overseas investors' attention,1.0953300431574163e-27,6.395244979997648e-27,1.2181113947523103e-40,2.093060085481818e-27
double digits,3.843483975168821e-10,2.4110293154736164e-09,8.249883099413165e-12,7.331880214155652e-10
dozens of Creole-speaking doctors and nurses,9.42573475000808e-20,9.035752620164629e-19,8.870985446024703e-41,2.8460076050277775e-19
drivers,6.131496037994658e-05,0.0004529466658487,1.2182918176668186e-07,0.00014192997534076638
drugs,5.809898714073503e-13,2.7724932459040895e-12,5.144028965365853e-19,1.1113529030062718e-12
dysfunctional approaches that are intended to help but in fact,3.443364635684013e-30,3.2371528096168e-29,2.537581005457165e-34,1.0178321187073493e-29
each contributor adding to the thread that moves me in a sonambulant noiseless rush toward the truth,1.4787004080434885e-71,8.007239078389493e-71,6.7294196694453455e-105,2.7157600559608484e-71
"each fat, inflatable form strains against the buildings' walls and windows with playful, even comic authority",4.7920597758915434e-83,4.7712347382966527e-82,5.505389458752384e-102,1.5080737039361994e-82
each image pixel,1.4529791003836453e-05,0.0001452951548351,4.222343100917028e-22,4.594626542674838e-05
each ration,1.6142343959240974e-06,1.3522922662320865e-05,2.463119090446396e-15,4.264494959150307e-06
each time a quarterback ranted or raved,8.71938561516512e-18,8.719196878385372e-17,3.4711572108530166e-30,2.7572455192749604e-17
earlier this week,1.431277179334995e-14,1.4311374566826478e-13,4.906162166097819e-31,4.5256049356645005e-14
early medieval Ireland,3.6212911969302733e-07,3.600904569490685e-06,1.2079233578816393e-19,1.1379980614149163e-06
eastern Afghanistan,5.646515110258546e-05,0.0005616040745478,4.94009730653271e-24,0.0001774903097510851
economic aid,1.2626750189591197e-09,6.079130185974904e-09,1.4889871951045865e-11,1.790698664710746e-09
economic reforms,0.0009321510457526931,0.0052939250106122,7.343774311624659e-11,0.0019838423831550303
economics,5.1059778454083435e-09,4.266487853323276e-08,1.2238688079636626e-12,1.3219443549057523e-08
education of the medium,2.830998874562209e-10,2.773837198178042e-09,9.82327159742832e-16,8.753276942910914e-10
effect,5.217945135527203e-07,1.738823470986972e-06,1.877991628873588e-08,5.860699892508329e-07
efforts,3.463644018830432e-08,1.871654688875103e-07,2.948833801373268e-12,6.641686503235253e-08
eight franchises,8.617391171262746e-11,8.188998093619178e-10,3.636025058960247e-15,2.5771463352321005e-10
elaborate outfits,1.0397519769621326e-15,7.357675697096495e-15,3.558749319860339e-18,2.2755617594308202e-15
electric power,0.0002023909361289248,0.0013004180610146,1.6873434630573426e-12,0.0004475917527132047
electron density,5.205333673435688e-07,3.743851330456956e-06,8.566275571255808e-20,1.1673003187347478e-06
employee privacy,8.252039076746828e-06,8.083650250483097e-05,3.659396866461879e-18,2.5505955839279116e-05
engineering and medical troops,3.352466142466646e-14,3.0991981814235426e-13,5.6952399760215e-17,9.717391495566508e-14
enough grain in the pipeline,3.412503378207666e-13,2.5598274978454887e-12,1.5987668789980245e-23,7.968918821635015e-13
enough time to update its market commentary so,4.329990199202136e-21,3.40506588060232e-20,4.525346679681175e-25,1.0557613617952374e-20
episodes,4.083637021659246e-10,1.3386056829865472e-09,1.4139583263162483e-11,4.418469392919461e-10
equal access,1.3499073951025612e-07,5.785174734316046e-07,4.07456361770078e-09,1.9517465932261416e-07
equipment,1.3813046797280292e-09,6.131822670553164e-09,1.2541007861458744e-14,2.471273140163752e-09
equities markets,1.6643869044131647e-10,7.690347951070272e-10,3.4597129914923433e-20,2.7819369529218947e-10
equity,9.089957045402914e-12,2.9751148748287316e-11,8.439703536720428e-14,1.0745343557718988e-11
establishment,1.3127874426421825e-09,5.156448601439933e-09,1.4703868678189735e-10,1.598444116875995e-09
estimates by the tobacco industry yesterday,6.309394926242565e-29,2.8064047936383317e-28,3.4113728239902854e-36,9.867924785146836e-29
even minor offenses,4.213789892282742e-06,2.897823651338824e-05,1.5443542573915458e-18,8.992406925332595e-06
even the Red Delicious,3.354147753736223e-10,2.056564726954414e-09,4.4944568055177065e-14,7.051518160206152e-10
eventual series champion Dale Jarrett,3.3444243365160766e-21,2.6609386795730102e-20,8.306106587202961e-33,8.41770328959923e-21
"every aspect--from the private agencies, from ACS to the courts, from the failure of any state department of oversight",1.0343107982267894e-52,1.0335301762421773e-51,1.905897075012032e-73,3.2680359583746288e-52
every citizen who had not fled,1.1883271425604838e-10,1.1882509109028803e-09,3.364595615100081e-29,3.757552531833282e-10
every one of these companies,7.89955207811011e-05,0.0007819253212821,5.044671487685904e-19,0.0002469932825841683
every presidential election over the past half century,1.3744953319033042e-10,1.3731308828377978e-09,1.7856376279118773e-28,4.341742659503085e-10
evidence,2.0265693962073784e-06,4.982173777534626e-06,3.227746958600619e-08,1.7528476518585788e-06
excellent growth,3.346680812461825e-14,2.0982646180917002e-13,1.0039629191469453e-17,7.0892282298809e-14
executive chairman of Rothschild International,1.2229785249531025e-19,1.0990167795548173e-18,1.8041869515643665e-23,3.4370528693749956e-19
expectations,8.468590239705435e-17,7.063468008654111e-16,1.054046047173506e-21,2.2020798919681875e-16
exports to the Soviet Union,1.0241128978841772e-14,1.0210670668550921e-13,5.632932041127937e-28,3.227841550735226e-14
extraordinarily high rates of a type of nose-and-throat cancer,3.69290774758247e-46,2.8868566459203664e-45,5.647472829549755e-57,8.953674061205623e-46
fact,1.188958914433158e-07,2.493925705948641e-07,8.000157869503255e-09,8.816708415393269e-08
failure,6.547536598199056e-13,2.905838147049844e-12,6.8427194203452365e-18,9.740415633521441e-13
fall hunting dates,2.4277178186923876e-11,1.229402575113954e-10,7.355564896632884e-15,4.073394513671552e-11
family entertainment,4.156253243672994e-09,2.09989276906206e-08,3.167025152524041e-17,6.525072383685231e-09
farmers,0.0005292590205086515,0.0031215831506606,3.057788227665094e-14,0.001062006801194698
farmers of considerable skill,1.8483667235100412e-13,1.8483666354132348e-12,1.3967419920751267e-23,5.845048488013803e-13
favor of Bob Stanley,3.656692005325462e-27,3.6157341733770327e-26,2.2100672540042213e-33,1.1420085636767048e-26
favourites,7.092427810178872e-17,6.000262014600188e-16,5.83235223642972e-23,1.8724832698454913e-16
fears,1.1362718016467976e-12,7.283141975523743e-12,2.4436947067561022e-14,2.273278286992495e-12
federal politics,7.460703518323375e-05,0.0007372268264943,6.788855927643748e-20,0.00023283594120613037
federal programs,0.005690608071216345,0.0216704910686349,1.088583130886029e-12,0.007226710842290983
fellow prisoners,1.0909839750886181e-13,3.7445327940823805e-13,5.935845141084313e-19,1.2580504011642298e-13
few economic policy changes,7.44423059381313e-14,3.141125737100757e-13,3.1950093876025543e-16,1.0266571527970572e-13
field of the shield,4.9016400560979696e-14,2.8544557502639984e-13,1.1829577438738489e-16,8.587186855338414e-14
film soundtracks,8.514702271745811e-08,8.465519726254385e-07,1.6823497362126996e-12,2.6753170701775636e-07
financially weaker countries,9.6417328620981e-13,5.633832794728224e-12,1.771487637598966e-23,2.0308741702204343e-12
fire on a passing vehicle,4.720757842183593e-13,2.066726666294162e-12,3.0129861420187014e-22,7.370960653103499e-13
first slip,6.272774593960047e-09,4.5039015909414984e-08,1.4735636174833133e-12,1.4168112778594266e-08
first-day motions,1.1735003955568512e-19,5.974471357560515e-19,1.5957306013523284e-22,1.9349400371124345e-19
five innocent civilians including three children and two women,4.9813109979637055e-11,4.980637143795175e-10,6.171502536840428e-42,1.5749920947260008e-10
five of them,2.4508299351627787e-06,1.8006809933297323e-05,5.966013903387421e-14,5.835176670584652e-06
five officials,2.7701054644202613e-05,0.0002567083342005,5.1982404013518176e-12,8.05877399860316e-05
"five photos of George Bush, one of them featuring the First Dog, Millie",5.330053225718038e-34,4.771302876378406e-33,2.9995132519886263e-43,1.4980910908848199e-33
flags,7.893232281119822e-07,3.584533033063053e-06,1.1124123844297172e-08,1.156561571794009e-06
flour,9.655643050427433e-11,5.594697690785224e-10,8.573789306578773e-14,1.8005199574206467e-10
folks,2.8609813519115295e-11,1.2669820829046384e-10,5.1280369050451214e-15,5.0139644348761967e-11
food,1.1016832823784739e-07,4.0439175563733443e-07,1.3294315870382434e-08,1.270782119582103e-07
fools,1.7423913331184457e-06,1.717552603104286e-05,2.883543113117043e-13,5.422883701362279e-06
football,0.004642958560527414,0.0265333615243434,4.1334345723953454e-08,0.008732754078927563
forces,1.7003525325520742e-07,6.517215069834492e-07,9.661986766218431e-10,2.1658353516454585e-07
foreign commentators,9.089850304813895e-06,2.8197454542654155e-05,3.579664022613324e-12,1.0623371607419564e-05
foreigners,2.2452036203478937e-12,1.3739005866833798e-11,7.509016008688413e-18,4.130377330337665e-12
formerly independent Estonia,2.8407024228872193e-11,2.671508206412955e-10,1.967701229347793e-16,8.392633636355209e-11
forty girls in full kabuki theater makeup and outfits that were a riot of colorblock knits and printed silk culled from every conceivable ethnicity--fabrics taken from the label's four-decade-long archive,2.9515082127163044e-138,2.32557029550746e-137,3.951860474992339e-205,7.373234733348618e-138
fossils of Mesozoic mammals and their immediate ancestors,1.442992161745193e-19,1.0068678865875076e-18,2.37573215073162e-32,3.320376299056332e-19
four locations where the Myitsone Dam is under construction in the country's northernmost Kachin state,2.172332327868036e-48,2.1723323278655966e-47,2.994053135721603e-81,6.869517990870091e-48
four months,5.4632193198759995e-08,4.799310954751415e-07,1.4951866342421873e-11,1.4970301564040535e-07
four schools,0.0003262391862580927,0.0019451648594532,8.053296366666148e-16,0.0006627603975060951
four years of little success,8.339706938049013e-16,4.119134332919392e-15,3.015858886528369e-26,1.2832859109504336e-15
fourth place,1.370740525723014e-07,1.1821333410697837e-06,1.3753470642070762e-13,3.6856945494927814e-07
franchisers,5.2641490126172566e-11,5.262182042661613e-10,5.604673739418993e-18,1.6639790355459097e-10
friction,3.9331817601586236e-07,3.933124126262672e-06,4.3534630662585824e-16,1.2437610308859822e-06
friendly territory,8.232810187227291e-11,6.963351892934598e-10,5.634746997731895e-14,2.1673114645167178e-10
front of Odin,1.8811346942100567e-13,1.5454203415445948e-12,2.125413949325483e-23,4.797899645771356e-13
full understanding of the necessity for a harsh but just vengeance,1.2521473338909552e-25,1.0390877360826426e-24,2.8371985458449844e-30,3.2414481550669574e-25
fundamentalist extremists such as Warren Jeffs and Dan Lafferty,2.974386790913846e-39,2.743545152492708e-38,3.8433040040496e-65,8.624515919531345e-39
funding,2.997707417407014e-07,8.32193904898304e-07,1.6171382455354433e-08,2.8236880042151424e-07
funds,9.139261272594671e-12,7.583742554418726e-11,1.8876632773690398e-16,2.3734714395466536e-11
funds for development,1.2211289715646986e-16,7.18882275018621e-16,2.539617997985469e-19,2.2357157782951145e-16
furniture,1.4134404380042593e-15,1.178063369292521e-14,3.905968927640227e-21,3.68120268245628e-15
further control,6.122368934986817e-14,4.71124286615786e-13,3.4864028105529313e-16,1.445402271341191e-13
further economic development,9.186745533892949e-15,7.857536214071758e-14,3.0833206948928067e-21,2.4471862711404863e-14
future issues,8.773730373642451e-10,3.883448035040237e-09,6.07624918442141e-12,1.2237248166421488e-09
gainers,1.202305772398031e-12,1.1502050880227955e-11,2.6772009024110303e-16,3.620272684838581e-12
gentle tape-looped guitar textures,8.994864810873583e-33,7.502102921479816e-32,1.1517445385887263e-42,2.354172992882265e-32
given potential changes to core market infrastructure,1.8483841788474824e-22,1.5818690025422777e-21,8.019030494244292e-48,4.944560503696707e-22
golf gear,1.8031514247176938e-13,1.6139985140832057e-12,4.284308695271478e-20,5.070076558512678e-13
good relations,3.988289422821143e-05,0.0002185850582323,1.306625924456777e-09,7.181271002177818e-05
good sleep hygiene,7.714338505387383e-05,0.0003460393107934,1.4004368325190022e-25,0.00012916198290728029
goods,1.8850381036784503e-12,1.835490801808828e-11,2.569633281529745e-15,5.78730607355442e-12
government official Lee Ming-hsing,1.3230893405704723e-25,1.1288971422170871e-24,2.9254999983711897e-33,3.5496239159681487e-25
great interest,1.539249976540478e-08,9.45003905001641e-08,7.845077703334365e-11,2.9995633009054476e-08
great losses,4.7604988585674275e-09,1.893050664105768e-08,1.071611229135852e-10,5.884647696264542e-09
gross anatomy and microscopic anatomy,4.882312924116269e-12,2.0370601494462625e-11,2.861449113186187e-23,7.761948809724715e-12
group profit,6.615785069058716e-11,2.357997480523448e-10,2.033075899616557e-13,8.580522305780506e-11
growing tension with city residents,9.545965833565252e-14,6.163746873633094e-13,1.8792977402659357e-15,1.8611101563575e-13
guiding Derby County,1.0712957527789636e-13,6.868108113201342e-13,2.292385710785809e-25,2.1288615498425578e-13
half a world,2.1130262040727742e-05,0.0001872940565631,1.1479258284826044e-19,5.87050623459162e-05
half the human population,6.668165330625433e-06,2.8980565833726327e-05,2.048958174459418e-13,1.0586847376386609e-05
hallucinations,6.1563696450058e-14,3.388061154058693e-13,1.3746459870215921e-17,1.0861001301357849e-13
hand,5.661902637399408e-07,1.3395366522672705e-06,7.054904216374781e-09,5.27498950541077e-07
hands,1.0399943363381682e-06,4.509305654210039e-06,7.704453253154497e-08,1.4109222362282448e-06
hashish,1.4121174407539676e-08,1.3847132156306946e-07,7.652146440672938e-19,4.369901394567283e-08
he,0.018294709653803413,0.0902210399508476,3.015886207435869e-09,0.02838798796386482
he and his wife,0.0013989346172799595,0.0065435271473279,4.291872676561631e-19,0.002373341644691711
healthy and free elections,2.1278783136398317e-12,1.330394130323488e-11,4.942076429499046e-19,4.54847568499372e-12
heart attack,3.1858426697550534e-06,1.3203041724710318e-05,6.274134071530158e-07,3.832097699010098e-06
heavy blows,1.3213761733168543e-08,5.5011862871645546e-08,3.8532355515876207e-16,2.052753258491617e-08
helmeted firemen and building inspectors,4.0845260527667527e-23,3.8591276473453615e-22,4.720856491787192e-32,1.2129885178751093e-22
helos that are flying by or any other ships that are coming in through here,6.842750499328972e-41,3.4486571383037324e-40,5.936908151331009e-77,1.3653392190962224e-40
her,0.0542634751305552,0.2688304483890533,6.284934794820174e-09,0.09525905707736675
her Olympic exploits,2.967590396393035e-07,2.427048716444352e-06,2.0785345414602768e-19,7.540012178504197e-07
her Section,8.228213277208694e-08,8.223637365623948e-07,7.154863765759513e-15,2.6003817834269825e-07
her absentee ballot,8.474860517002978e-06,7.118313550429774e-05,9.62364304776202e-17,2.2174625789031463e-05
her campaign,0.0006689015599369454,0.0060992785662413,1.5870826360429452e-16,0.0019125542325901324
her colleagues,0.0008842212747136568,0.0028086199337784,3.40362329637835e-16,0.001053339314255328
"her daughter, Joan Irvine Smith",7.049065154460328e-20,5.596515623660156e-19,2.6454692270612437e-35,1.747604689255065e-19
her employer,3.0555369393074917e-07,2.6107117883944508e-06,2.166385664368453e-12,8.16566271182243e-07
her exploits,0.00016589632429146864,0.0009889393449667,1.700964497756262e-11,0.00032210161235871716
"her father, Dodge, a United States Navy pilot who died in the Vietnam War",2.6331816760810012e-33,2.633181676077061e-32,4.122069077597082e-60,8.326851589421836e-33
her first WTA Tour title,2.276844570608933e-09,1.084348208624656e-08,5.105088378576544e-11,3.3826259551942226e-09
her first episode,9.404943971239089e-07,7.599322526027995e-06,1.3948461224144493e-12,2.407329224959549e-06
her front lawn,0.00014215094478822808,0.0014193100991648,9.56636487464164e-19,0.00044874823907476883
her hand,0.00652996917042592,0.0339652455930306,7.281808425619328e-10,0.013780314463013308
her maternal grandparents,0.00032842946404454724,0.0026893334457564,1.3499007118740696e-17,0.0008448323892732693
her record deal,0.00011355226305315327,0.0008842244612177,1.4840058392480829e-21,0.0002820681116485502
her small trading business,7.094748603965299e-11,5.49593925667185e-10,6.016432565449657e-23,1.721577572996693e-10
her work,0.009036293766900846,0.0473157494106502,5.903686863354634e-10,0.015823210389971715
him,2.7453446762373824e-07,7.890041615610244e-07,1.0758022944701295e-10,3.083215201167225e-07
himself,1.9062975758893862e-11,1.8664272761243418e-10,1.0110748655343933e-17,5.888786099082281e-11
his Abitur,1.4044480101857704e-15,1.0319584845289236e-14,1.6339142955978407e-31,3.2408757820302596e-15
his answers,3.5698641473911555e-11,3.21308150078079e-10,3.1430335772231586e-15,1.006244204308241e-10
his bags,2.5376157414940237e-08,6.1983449795491e-08,1.337744124267912e-09,2.045184171796675e-08
his bank,8.079049864244736e-08,4.878491204045744e-07,2.2361958217438968e-11,1.6984093090239325e-07
his business,0.0008858954995705785,0.008777218564521,1.5724859131029201e-12,0.002772798270614867
his cabinet and King Albert II,1.9721594406013885e-14,9.404442515771325e-14,2.5015804633617873e-16,2.917284718974549e-14
his capacity as magister militum,2.5520120840241795e-17,2.552012084023365e-16,1.0708478802197838e-34,8.070170801786549e-17
his career,0.018362193244105825,0.0959716839508804,1.309977104352825e-11,0.03285433336179281
his claims,1.0256732773808575e-08,5.5703720222695236e-08,1.4945610488292493e-13,1.7751087533609964e-08
his clients,0.0005895404322052855,0.0043676910454668,1.6444574456876683e-09,0.0013644707654187568
his condition,4.044607402512166e-09,3.439182669831814e-08,3.0022293110976944e-15,1.0758445070596398e-08
his confession,7.926294447349172e-10,7.589178826239201e-09,2.4108314052558784e-16,2.3901420361036912e-09
his country,3.058307645531447e-08,2.1252256410253525e-07,9.575705582166072e-11,6.65851525718428e-08
his cramped surroundings,1.9528632598032542e-07,1.940572601117785e-06,3.889596397091728e-18,6.132407590237195e-07
his crew,5.645661150047789e-08,4.581923685642319e-07,8.48410369378952e-11,1.4211022080622253e-07
his current deal,0.000234713001532372,0.0022958350014626,6.255674965268998e-17,0.0007243638596108416
his employer,3.8228006988234455e-05,0.0002411271742808,1.958142438955941e-12,7.679168659877979e-05
his excellent performance,3.311119099328506e-11,1.9429787185748914e-10,2.341662251496016e-21,6.78612241765344e-11
his eyes,0.03482604408202823,0.2100095408111659,4.1173430657103915e-09,0.06749014952835311
his first of three books,1.2817769809486442e-12,1.1906140319312579e-11,1.280144283284852e-31,3.743940605295443e-12
his first state dinner,6.462071700094651e-11,2.912727109547654e-10,5.2972930460724026e-18,1.002855627226889e-10
his first year,0.005696955408475582,0.0501735979624183,8.5038169297505e-11,0.015681498400798372
his future and the future of the country,2.0369609965252536e-08,2.036960996491925e-07,1.2069096292388136e-26,6.441436253829025e-08
his hand,1.3324384711642952e-08,4.7767592065993995e-08,1.0219657301422233e-11,1.7072464105539843e-08
his hand suggesting that he might have been wounded himself during whatever struggle that occurred after these shootings,9.811901501904246e-62,9.714871000925602e-61,1.02225904665954e-73,3.0688432168233587e-61
his hip,0.00024720700510575766,0.0024588340595592,1.821894218595608e-11,0.0007770897836902809
his home in Hollis near New York,4.453434480412827e-15,3.7333087410700156e-14,3.38989632700439e-38,1.1693828542770284e-14
"his level of remuneration such as ""division leader level",2.7383660240675934e-33,1.3132957995342267e-32,1.648876020939139e-39,4.310380411078285e-33
his lieutenant governor,2.913915965415424e-08,2.899734376299109e-07,8.8946533585737e-15,9.164799517525919e-08
his life,0.0015205920284040646,0.0151975460788604,2.120751783880781e-10,0.0048055921440019345
his lips,0.023543384237585747,0.1460537168350013,4.8145606287022236e-14,0.04597016830817146
his long career,0.0012065188692183522,0.0063509476946631,1.6406299233103493e-18,0.002064637155532818
"his marriage during a joint television interview with his wife, Hillary",2.1848741752118966e-30,2.1848741751548552e-29,1.3394561229143966e-49,6.90917879435097e-30
"his mother, Agatha Christie",7.990013162453415e-18,6.809855772608454e-17,2.399891463781212e-24,2.1356859808308065e-17
his music career,0.00022503508319200892,0.0022503467294819,6.389364551311072e-22,0.0007116219748834962
his off-spin,8.034775852132631e-13,6.065835403101261e-12,5.0551119358670966e-21,1.888185036863988e-12
"his own band, Rich Kids",4.542380137503956e-16,1.7518070439660993e-15,8.867512727075031e-22,6.319718314150638e-16
his own genre,1.6896856672234264e-06,1.394607757107084e-05,1.3500601946586653e-15,4.3553961748604226e-06
his own recording company he called Cadence Records,2.6591193893648185e-23,2.1536892956976773e-22,4.1513783294268947e-54,6.820512826350429e-23
his parents,0.004558436872961197,0.0238154990497285,1.0101785731989852e-10,0.007437480445458114
his passing,9.8749005267044e-07,3.057976344456937e-06,2.467501631365424e-09,1.154953367608431e-06
his permission,2.4757211182759168e-09,1.4323235614529306e-08,7.398492561694594e-13,4.5446574978399265e-09
his property,7.169184136771212e-05,0.0005082133741931,3.1254672487122654e-15,0.0001592912766677206
his release,6.121865519179084e-08,5.317710654883332e-07,6.7973973880153e-13,1.6639029238674388e-07
"his replacement as chief coiner, Franklin Peale",1.2247343550627199e-33,9.745366286873856e-33,4.5684342730416083e-51,3.06970169083187e-33
his responsibilities,6.745393472358819e-09,5.5062401202732676e-08,1.988170781797143e-13,1.704987731918271e-08
his retirement,0.0004412380883618165,0.0023074765500994,3.9113175470107005e-09,0.0008197431601701829
his rice and adobo plate,6.318538891164739e-16,6.256546207146485e-15,1.5832705777971648e-42,1.9764090632319117e-15
his second wife,7.047374391717767e-07,5.352536312518424e-06,5.5260768154833785e-14,1.6712825067738589e-06
his ship mates,8.295177597054917e-10,4.256339065661966e-09,3.9007669408303854e-18,1.7374735708584081e-09
his son Ranald,4.724431321222955e-12,4.7209536065024075e-11,5.298287809913716e-32,1.492774807512003e-11
his spy chief,5.476759516678269e-08,5.426185421998357e-07,6.769133141912247e-20,1.7141989042138532e-07
his superiors,7.344225454699487e-06,6.240614758899017e-05,4.625536840850466e-12,1.964804273186994e-05
his testimony,0.00036462380225501454,0.002615836429158,2.7714877472456296e-11,0.0008123526595958823
his war,5.460306116650097e-06,3.490751690904273e-05,2.4595681783299504e-14,1.1452481514902181e-05
his way,0.0035886744541647093,0.0358864661099656,1.6511151981598458e-12,0.01134828722536734
"his well-known monumental picture, the Arrival of the Hungarians",1.1368995289385962e-39,1.1324464179432574e-38,1.2139162704192298e-58,3.5795505885816144e-39
his wife,0.0007982400437038775,0.0064077432517362,5.440139974137429e-11,0.0019846885697148847
his wife of two years,1.8482839620236063e-08,6.77336315008426e-08,1.4559352469086871e-24,2.515185038177829e-08
